Mass,Relative%,Description
240.147033,0.00%,"decarboxylation C-N coupling product of cysteine and lysine(add H3O+); decarboxylation C-N coupling product of lysine and cysteine(add H3O+); decarboxylation coupling (RCOOR') product of lysine and cysteine(add H3O+), with the error of 0.004. reductive amination product of galactosamine and acetone(add H3O+); reductive amination product of glucosamine and acetone(add H3O+), with the error of 0.002."
235.057653,0.14%,"decarboxylation C-N coupling product of cysteine and o-phosphorylethanolamine(add H3O+), with the error of 0.0017. "
279.192089,0.35%,"decarboxylation C-N coupling product of cysteine and phenylalanine(add K+); decarboxylation C-N coupling product of phenylalanine and cysteine(add K+); decarboxylation C-N coupling product of methionine and 4-aminobenzoic acid(add K+); decarboxylation coupling (RCOOR') product of cysteine and phenylalanine(add K+); decarboxylation coupling (RCOOR') product of 4-aminobenzoic acid and methionine(add K+); decarboxylation C-N coupling product of 4-aminobenzoic acid and methionine(add K+), with the error of 0.0011. decarboxylation C-N coupling product of 6-hydroxyoctanoic acid and glutamine(add H3O+); decarboxylation coupling (RCOOR') product of 6-hydroxyoctanoic acid and glutamine(add H3O+), with the error of 0.0039."
201.037494,0.01%,"decarboxylation C-N coupling product of cysteine and taurine(add H+), with the error of 0.0005. decarboxylation coupling (R-R') product of malic acid and malic acid(add Na+); decarboxylation coupling (RCOOR') product of 3-hydroxypropionic acid and malic acid(add Na+), with the error of 0.0005.decarboxylation coupling (RCOOR') product of fumaric acid and itaconic acid(add H+), with the error of 0.0025."
136.055607,0.00%,"decarboxylation C-N coupling product of cysteine and urea(add H+), with the error of 0.0016. "
136.058323,0.02%,"decarboxylation C-N coupling product of cysteine and urea(add H+), with the error of 0.0043. decarboxylation coupling (R-R') product of malonic acid and malonic acid(add NH4+); decarboxylation coupling (RCOOR') product of glyoxylic acid and 3-hydroxypropionic acid(add NH4+); decarboxylation coupling (R-R') product of glyoxylic acid and malic acid(add NH4+); adduct of threonine with OH radical(self), with the error of 0.0027.adenine(add H+); adduct of serine with CH3O radical(self), with the error of 0.0037."
316.046851,0.08%,"decarboxylation C-N coupling product of cystine and cysteine(add H+); decarboxylation C-N coupling product of cysteine and cystine(add H+); decarboxylation coupling (RCOOR') product of cysteine and cystine(add H+), with the error of 0.0009. "
373.098714,0.09%,"decarboxylation C-N coupling product of cystine and galactosamine(self); decarboxylation C-N coupling product of cystine and glucosamine(self), with the error of 0.0017. "
345.069829,0.07%,"decarboxylation C-N coupling product of cystine and guanine(self), with the error of 0.0028. "
305.102635,0.14%,"decarboxylation C-N coupling product of cystine and histamine(self), with the error of 0.0046. decarboxylation coupling (R-R') product of pyruvic acid and glutathione(self), with the error of 0.0014.adduct of thiamine with OH radical(add Na+), with the error of 0.0024."
326.125696,0.01%,"decarboxylation C-N coupling product of cystine and leucine(add H+); decarboxylation coupling (RCOOR') product of cystine and leucine(add H+); decarboxylation C-N coupling product of leucine and cystine(add H+), with the error of 0.0047. "
360.103575,0.05%,"decarboxylation C-N coupling product of cystine and phenylalanine(add H+); decarboxylation C-N coupling product of phenylalanine and cystine(add H+); reductive amination product of cytidine and oxaloacetic acid(add H+); decarboxylation coupling (RCOOR') product of cystine and phenylalanine(add H+), with the error of 0.0014. "
357.215267,0.07%,"decarboxylation C-N coupling product of cystine and spermidine(add NH4+), with the error of 0.0043. "
314.086256,0.05%,"decarboxylation C-N coupling product of cystine and threonine(add H+); decarboxylation C-N coupling product of threonine and cystine(add H+); decarboxylation coupling (RCOOR') product of cystine and threonine(add H+), with the error of 0.0023. decarboxylation C-N coupling product of alpha-ketobutyric acid and cystine(add NH4+); decarboxylation coupling (R-R') product of alpha-ketoglutaric acid and cystine(add NH4+); decarboxylation coupling (RCOOR') product of alpha-ketobutyric acid and cystine(add NH4+), with the error of 0.0013.adduct of cystine with Cl radical(add K+), with the error of 0.0047."
398.086946,0.00%,"decarboxylation C-N coupling product of cystine and tyrosine(add Na+); decarboxylation C-N coupling product of tyrosine and cystine(add Na+); decarboxylation coupling (RCOOR') product of cystine and tyrosine(add Na+), with the error of 0.0049. "
393.128707,0.01%,"decarboxylation C-N coupling product of cystine and tyrosine(add NH4+); decarboxylation coupling (RCOOR') product of cystine and tyrosine(add NH4+); decarboxylation coupling (RCOOR') product of itaconic acid and n-acetyl neuraminic acid(self); decarboxylation C-N coupling product of tyrosine and cystine(add NH4+), with the error of 0.0017. decarboxylation coupling (RCOOR') product of glutathione and asparagine(self); decarboxylation C-N coupling product of asparagine and glutathione(self); decarboxylation C-N coupling product of glutathione and asparagine(self), with the error of 0.0023.adduct of ump with NO radical(add K+), with the error of 0.0033."
538.179818,0.12%,"decarboxylation C-N coupling product of folic acid and taurine(add NH4+), with the error of 0.0042. "
478.158981,0.05%,"decarboxylation C-N coupling product of folic acid and urea(add Na+), with the error of 0.003. decarboxylation coupling (R-R') product of cystine and n-acetyl neuraminic acid(add H3O+), with the error of 0.002."
333.014189,0.01%,"decarboxylation C-N coupling product of fumaric acid and cystine(add Na+); decarboxylation coupling (RCOOR') product of cystine and fumaric acid(add Na+), with the error of 0.0048. "
328.062967,0.02%,"decarboxylation C-N coupling product of fumaric acid and cystine(add NH4+); decarboxylation coupling (RCOOR') product of cystine and fumaric acid(add NH4+), with the error of 0.001. "
204.042489,0.02%,"decarboxylation C-N coupling product of fumaric acid and cytosine(add Na+), with the error of 0.0045. adduct of ribose with Cl radical(add H3O+), with the error of 0.0025."
246.075882,0.07%,"decarboxylation C-N coupling product of fumaric acid and dopamine(add Na+); decarboxylation coupling (R-R') product of oxaloacetic acid and tyrosine(add Na+); decarboxylation coupling (RCOOR') product of malonic acid and phenylalanine(add Na+); decarboxylation coupling (RCOOR') product of pyruvic acid and tyrosine(add Na+); decarboxylation C-N coupling product of malonic acid and phenylalanine(add Na+); decarboxylation C-N coupling product of pyruvic acid and tyrosine(add Na+), with the error of 0.0019. reductive amination product of 4-aminobenzoic acid and alpha-ketobutyric acid(add Na+), with the error of 0.0009.reductive amination product of cytosine and oxaloacetic acid(add H3O+), with the error of 0.0011.reductive amination product of o-phosphorylethanolamine and alpha-ketobutyric acid(add H3O+), with the error of 0.0031."
250.09345,0.02%,"decarboxylation C-N coupling product of fumaric acid and galactosamine(add H+); decarboxylation C-N coupling product of fumaric acid and glucosamine(add H+), with the error of 0.0014. decarboxylation C-N coupling product of ornithine and o-phosphorylethanolamine(add Na+); reductive amination product of threonine and alpha-ketoglutaric acid(add H+), with the error of 0.0005.decarboxylation C-N coupling product of 4-aminobenzoic acid and o-phosphorylethanolamine(add NH4+), with the error of 0.0026.decarboxylation coupling (RCOOR') product of alpha-ketoglutaric acid and hydroxyproline(add H3O+), with the error of 0.0036."
268.110955,0.59%,"decarboxylation C-N coupling product of fumaric acid and galactosamine(add H3O+); decarboxylation C-N coupling product of fumaric acid and glucosamine(add H3O+), with the error of 0.004. reductive amination product of threonine and alpha-ketoglutaric acid(add H3O+), with the error of 0.003.decarboxylation coupling (R-R') product of 4-pentenoic acid and cystine(add NH4+); decarboxylation coupling (R-R') product of cystine and valine(add H+), with the error of 0.004."
272.074817,0.05%,"decarboxylation C-N coupling product of fumaric acid and glucosamine(add Na+); decarboxylation C-N coupling product of fumaric acid and galactosamine(add Na+); decarboxylation coupling (R-R') product of cystine and malonic acid(add NH4+), with the error of 0.0008. reductive amination product of threonine and alpha-ketoglutaric acid(add Na+), with the error of 0.0002."
267.118349,0.73%,"decarboxylation C-N coupling product of fumaric acid and glucosamine(add NH4+); decarboxylation C-N coupling product of fumaric acid and galactosamine(add NH4+), with the error of 0.0007. reductive amination product of threonine and alpha-ketoglutaric acid(add NH4+), with the error of 0.0017.decarboxylation coupling (RCOOR') product of asparagine and tyrosine(self); decarboxylation C-N coupling product of tyrosine and asparagine(self); decarboxylation C-N coupling product of asparagine and tyrosine(self); decarboxylation coupling (RCOOR') product of 6-hydroxyoctanoic acid and itaconic acid(add Na+), with the error of 0.0027."
255.174404,0.02%,"decarboxylation C-N coupling product of fumaric acid and glutamine(add K+); decarboxylation coupling (RCOOR') product of asparagine and itaconic acid(add K+); decarboxylation coupling (RCOOR') product of fumaric acid and glutamine(add K+); decarboxylation C-N coupling product of itaconic acid and asparagine(add K+), with the error of 0.0024. decarboxylation coupling (RCOOR') product of phenylalanine and valine(add H3O+); decarboxylation C-N coupling product of phenylalanine and valine(add H3O+); decarboxylation C-N coupling product of valine and phenylalanine(add H3O+), with the error of 0.0006."
416.189277,0.04%,"decarboxylation C-N coupling product of fumaric acid and glutathione(add K+); decarboxylation coupling (RCOOR') product of glutathione and fumaric acid(add K+), with the error of 0.0023. decarboxylation C-N coupling product of n-acetyl neuraminic acid and adenine(add NH4+), with the error of 0.0003."
146.044065,0.14%,"decarboxylation C-N coupling product of fumaric acid and glycine(add H+); decarboxylation coupling (RCOOR') product of glycine and fumaric acid(add H+), with the error of 0.0009. adduct of histamine with Cl radical(self), with the error of 0.0049."
239.089447,3.07%,"decarboxylation C-N coupling product of fumaric acid and guanine(add NH4+); decarboxylation C-N coupling product of oxaloacetic acid and adenine(add NH4+); reductive amination product of serine and oxaloacetic acid(add NH4+), with the error of 0.0004. decarboxylation C-N coupling product of itaconic acid and histidine(self); decarboxylation coupling (RCOOR') product of histidine and itaconic acid(self), with the error of 0.0006.decarboxylation C-N coupling product of malic acid and asparagine(add H3O+); decarboxylation coupling (RCOOR') product of asparagine and malic acid(add H3O+), with the error of 0.0026."
392.198349,0.78%,"decarboxylation C-N coupling product of fumaric acid and guanosine(add K+), with the error of 0.0033. "
244.101265,0.13%,"decarboxylation C-N coupling product of fumaric acid and histidine(add H3O+); decarboxylation coupling (RCOOR') product of fumaric acid and histidine(add H3O+), with the error of 0.0043. decarboxylation C-N coupling product of cysteine and guanine(add NH4+), with the error of 0.0033.decarboxylation C-N coupling product of glutamine and taurine(add H3O+), with the error of 0.0003.decarboxylation C-N coupling product of hydroxyproline and o-phosphorylethanolamine(add NH4+), with the error of 0.0047."
243.109073,0.01%,"decarboxylation C-N coupling product of fumaric acid and histidine(add NH4+); decarboxylation coupling (RCOOR') product of fumaric acid and histidine(add NH4+), with the error of 0.0001. decarboxylation C-N coupling product of 3-hydroxypropionic acid and serotonin(add Na+), with the error of 0.0019.decarboxylation C-N coupling product of glutamine and taurine(add NH4+), with the error of 0.0039.decarboxylation coupling (RCOOR') product of methionine and valine(add Na+); decarboxylation C-N coupling product of valine and methionine(add Na+); decarboxylation C-N coupling product of methionine and valine(add Na+), with the error of 0.0049."
