Mass,Relative%,Description
242.089153,0.03%,"decarboxylation C-N coupling product of glutamine and o-phosphorylethanolamine(add H+); thymidine(self), with the error of 0.0008. decarboxylation C-N coupling product of 4-aminobenzoic acid and guanine(self), with the error of 0.0018.decarboxylation coupling (R-R') product of glutamine and n-acetyl cysteine(add Na+); decarboxylation C-N coupling product of malic acid and adenine(add H3O+); reductive amination product of guanine and pyruvic acid(add H3O+), with the error of 0.0038."
399.348882,0.03%,"decarboxylation C-N coupling product of glutamine and sphingosine(self), with the error of 0.0039. decarboxylation coupling (RCOOR') product of 3-hydroxypalmitic acid and malic acid(add K+), with the error of 0.0001."
383.205265,2.06%,"decarboxylation C-N coupling product of glutamine and thiamine(add NH4+), with the error of 0.0047. "
365.174529,0.03%,"decarboxylation C-N coupling product of glutamine and thiamine(self), with the error of 0.0005. decarboxylation coupling (R-R') product of glutamine and n-acetyl neuraminic acid(self), with the error of 0.0045."
322.187392,0.06%,"decarboxylation C-N coupling product of glutamine and tryptophan(add NH4+); decarboxylation C-N coupling product of tryptophan and glutamine(add NH4+); decarboxylation coupling (RCOOR') product of glutamine and tryptophan(add NH4+), with the error of 0.0006. guanosine(add K+), with the error of 0.0026."
415.157828,0.15%,"decarboxylation C-N coupling product of glutathione and adenine(add H3O+), with the error of 0.0028. decarboxylation coupling (RCOOR') product of malic acid and n-acetyl neuraminic acid(add NH4+); decarboxylation C-N coupling product of n-acetyl neuraminic acid and guanine(add H+), with the error of 0.0008."
463.146038,0.05%,"decarboxylation C-N coupling product of glutathione and glucosamine(add Na+); decarboxylation C-N coupling product of glutathione and galactosamine(add Na+), with the error of 0.001. "
544.165673,0.04%,"decarboxylation C-N coupling product of glutathione and guanosine(self), with the error of 0.0043. "
380.133486,0.67%,"decarboxylation C-N coupling product of glutathione and threonine(self); decarboxylation C-N coupling product of threonine and glutathione(self); decarboxylation coupling (RCOOR') product of glutathione and threonine(self), with the error of 0.0025. adduct of ump with OH radical(add K+), with the error of 0.0035."
322.116894,0.11%,"decarboxylation C-N coupling product of glutathione and urea(add H+), with the error of 0.0011. "
397.184696,0.02%,"decarboxylation C-N coupling product of glutathione and valine(add H3O+); decarboxylation coupling (RCOOR') product of glutathione and valine(add H3O+); decarboxylation C-N coupling product of valine and glutathione(add H3O+), with the error of 0.0047. decarboxylation coupling (RCOOR') product of n-acetyl neuraminic acid and proline(add H3O+), with the error of 0.0013."
377.096929,0.04%,"decarboxylation C-N coupling product of glycine and amp(add H+), with the error of 0.0001. "
200.172678,0.06%,"decarboxylation C-N coupling product of glycine and asparagine(add K+); decarboxylation coupling (RCOOR') product of glycine and asparagine(add K+); decarboxylation C-N coupling product of asparagine and glycine(add K+), with the error of 0.0043. "
336.111293,0.12%,"decarboxylation C-N coupling product of glycine and glutathione(self); decarboxylation coupling (RCOOR') product of glycine and glutathione(self); decarboxylation C-N coupling product of glutathione and glycine(self), with the error of 0.0013. "
104.053187,0.47%,"decarboxylation C-N coupling product of glycine and glycine(self); decarboxylation coupling (RCOOR') product of glycine and glycine(self); decarboxylation C-N coupling product of 3-hydroxypropionic acid and urea(self), with the error of 0.0048. "
411.111148,0.07%,"decarboxylation C-N coupling product of glycine and gmp(add H3O+), with the error of 0.0041. "
331.137507,0.10%,"decarboxylation C-N coupling product of glycine and guanosine(add H3O+), with the error of 0.0035. "
331.145241,0.03%,"decarboxylation C-N coupling product of glycine and guanosine(add H3O+), with the error of 0.0042. "
335.107873,0.73%,"decarboxylation C-N coupling product of glycine and guanosine(add Na+), with the error of 0.0001. "
203.122318,0.97%,"decarboxylation C-N coupling product of glycine and histidine(add H3O+); decarboxylation coupling (RCOOR') product of glycine and histidine(add H3O+); decarboxylation C-N coupling product of threonine and cytosine(add H3O+); decarboxylation C-N coupling product of histidine and glycine(add H3O+); adduct of malic acid with NO radical(add K+); decarboxylation coupling (R-R') product of pyruvic acid and tryptophan(add H+), with the error of 0.0043. adduct of dopamine with CH3O radical(add H3O+), with the error of 0.0013.decarboxylation coupling (R-R') product of 4-aminobenzoic acid and 4-aminobenzoic acid(add H3O+), with the error of 0.0007.decarboxylation C-N coupling product of asparagine and valine(self); decarboxylation coupling (RCOOR') product of asparagine and valine(self); decarboxylation coupling (R-R') product of histidine and proline(add Na+); decarboxylation C-N coupling product of valine and asparagine(self), with the error of 0.0037.decarboxylation C-N coupling product of proline and histamine(add Na+), with the error of 0.0047."
207.088603,0.07%,"decarboxylation C-N coupling product of glycine and histidine(add Na+); decarboxylation C-N coupling product of threonine and cytosine(add Na+); decarboxylation C-N coupling product of histidine and glycine(add Na+); decarboxylation coupling (RCOOR') product of glycine and histidine(add Na+), with the error of 0.0036. adduct of dopamine with CH3O radical(add Na+), with the error of 0.0006.decarboxylation coupling (R-R') product of oxaloacetic acid and phenylalanine(self); decarboxylation coupling (RCOOR') product of pyruvic acid and phenylalanine(self); decarboxylation C-N coupling product of pyruvic acid and phenylalanine(self); decarboxylation coupling (R-R') product of fumaric acid and tyrosine(self), with the error of 0.0004.decarboxylation coupling (R-R') product of 4-aminobenzoic acid and 4-aminobenzoic acid(add Na+), with the error of 0.0014.decarboxylation coupling (RCOOR') product of 4-pentenoic acid and malic acid(add H3O+), with the error of 0.0024."
134.069917,0.18%,"decarboxylation C-N coupling product of glycine and serine(self); decarboxylation coupling (RCOOR') product of glycine and serine(self); asparagine de-NH2 product(add NH4+); decarboxylation product of histidine(add Na+); decarboxylation C-N coupling product of serine and glycine(self), with the error of 0.0009. histamine(add Na+), with the error of 0.0001."
333.234142,0.04%,"decarboxylation C-N coupling product of glycine and thiamine(add K+), with the error of 0.0019. "
317.129036,0.04%,"decarboxylation C-N coupling product of glycine and thiamine(add Na+), with the error of 0.001. decarboxylation coupling (R-R') product of glycine and n-acetyl neuraminic acid(add Na+), with the error of 0.003."
272.2094,0.03%,"decarboxylation C-N coupling product of glycine and tryptophan(add K+); decarboxylation coupling (RCOOR') product of glycine and tryptophan(add K+); decarboxylation C-N coupling product of tryptophan and glycine(add K+), with the error of 0.0046. "
256.104739,0.08%,"decarboxylation C-N coupling product of glycine and tryptophan(add Na+); decarboxylation C-N coupling product of tryptophan and glycine(add Na+); decarboxylation coupling (RCOOR') product of glycine and tryptophan(add Na+), with the error of 0.0013. decarboxylation C-N coupling product of malonic acid and glucosamine(add H3O+); decarboxylation C-N coupling product of malonic acid and galactosamine(add H3O+), with the error of 0.0023.reductive amination product of guanine and alpha-ketobutyric acid(add H3O+), with the error of 0.0043."
211.112486,0.06%,"decarboxylation C-N coupling product of glycine and tyrosine(add H+); decarboxylation C-N coupling product of 4-aminobenzoic acid and threonine(add H+); decarboxylation coupling (RCOOR') product of glycine and tyrosine(add H+); decarboxylation C-N coupling product of glyoxylic acid and phenylalanine(add NH4+); decarboxylation coupling (RCOOR') product of 4-aminobenzoic acid and threonine(add H+); decarboxylation C-N coupling product of tyrosine and glycine(add H+); decarboxylation coupling (RCOOR') product of glyoxylic acid and phenylalanine(add NH4+); decarboxylation C-N coupling product of threonine and 4-aminobenzoic acid(add H+), with the error of 0.0045. decarboxylation coupling (RCOOR') product of 4-aminobenzoic acid and alpha-ketobutyric acid(add NH4+); decarboxylation coupling (R-R') product of 4-aminobenzoic acid and alpha-ketoglutaric acid(add NH4+); decarboxylation C-N coupling product of alpha-ketobutyric acid and 4-aminobenzoic acid(add NH4+), with the error of 0.0035.decarboxylation C-N coupling product of leucine and taurine(add H+); decarboxylation coupling (R-R') product of malic acid and methionine(add NH4+); decarboxylation C-N coupling product of 3-hydroxypropionic acid and methionine(add NH4+); decarboxylation coupling (RCOOR') product of 3-hydroxypropionic acid and methionine(add NH4+), with the error of 0.0005.serotonin add 1 oxygen(add H3O+), with the error of 0.0005.decarboxylation coupling (R-R') product of n-acetyl cysteine and threonine(add H3O+); adduct of 4-aminobenzoic acid with Cl radical(add K+), with the error of 0.0025.decarboxylation C-N coupling product of valine and cysteine(add H3O+); decarboxylation C-N coupling product of cysteine and valine(add H3O+); decarboxylation coupling (R-R') product of asparagine and glutamine(add Na+); decarboxylation coupling (RCOOR') product of cysteine and valine(add H3O+), with the error of 0.0035.decarboxylation coupling (R-R') product of arginine and malonic acid(add Na+), with the error of 0.0045."
112.047817,0.02%,"decarboxylation C-N coupling product of glycine and urea(add Na+), with the error of 0.0002. cytosine(add H+); adduct of acetone with CH3O radical(add Na+), with the error of 0.0032."
112.050861,50.91%,"decarboxylation C-N coupling product of glycine and urea(add Na+), with the error of 0.0029. cytosine(add H+); adduct of acetone with CH3O radical(add Na+), with the error of 0.0001."
203.117983,18.67%,"decarboxylation C-N coupling product of glyoxylic acid and arginine(add H+); decarboxylation coupling (RCOOR') product of glyoxylic acid and arginine(add H+), with the error of 0.004. reductive amination product of leucine and pyruvic acid(self); decarboxylation coupling (R-R') product of phenylalanine and serine(add Na+); reductive amination product of valine and alpha-ketobutyric acid(self), with the error of 0.002.adduct of spermidine with Cl radical(add Na+), with the error of 0.001.decarboxylation C-N coupling product of glycine and histidine(add H3O+); decarboxylation coupling (RCOOR') product of glycine and histidine(add H3O+); decarboxylation C-N coupling product of threonine and cytosine(add H3O+); decarboxylation C-N coupling product of histidine and glycine(add H3O+); adduct of malic acid with NO radical(add K+); decarboxylation coupling (R-R') product of pyruvic acid and tryptophan(add H+), with the error of 0.0.adduct of dopamine with CH3O radical(add H3O+), with the error of 0.003."
221.133348,0.06%,"decarboxylation C-N coupling product of glyoxylic acid and arginine(add H3O+); decarboxylation C-N coupling product of 3-hydroxypropionic acid and serotonin(add H+); decarboxylation coupling (RCOOR') product of glyoxylic acid and arginine(add H3O+), with the error of 0.0043. decarboxylation C-N coupling product of methionine and valine(add H+); decarboxylation C-N coupling product of 4-pentenoic acid and methionine(add NH4+); decarboxylation C-N coupling product of valine and methionine(add H+); decarboxylation coupling (RCOOR') product of methionine and valine(add H+); decarboxylation coupling (RCOOR') product of 4-pentenoic acid and methionine(add NH4+), with the error of 0.0013.decarboxylation coupling (R-R') product of pyruvic acid and tryptophan(add H3O+), with the error of 0.0003.decarboxylation C-N coupling product of ornithine and adenine(self), with the error of 0.0047."
